home,affect,certain,hear,cogproc,body,relativ,time,focusfuture,family,discrep,power,differ,sad,death,percept,focuspresent,female,space,risk,informal,posemo,feel,insight,health,assent,sexual,netspeak,nonflu,work,reward,anx,money,affiliation,achiev,negemo,cause,drives,tentat,bio,social,leisure,anger,motion,ingest,relig,friend,focuspast,male,see,filler,swear
-0.019840574,-0.030868538,-0.018154116,-0.01377307,-0.0223693,-0.026752299,-0.01779365,-0.018444415,-0.013536012,-0.015915094,-0.033870243,-0.02114272,-0.020721423,-0.010569801,-0.010286932,-0.01588154,-0.020488475,-0.024450947,-0.021858925,-0.028783705,-0.033943977,-0.033199206,-0.032231387,-0.027099889,-0.022940803,-0.0371181,-0.032959007,-0.02949138,-0.016733142,-0.034014087,-0.027523171,-0.033796914,-0.027978662,-0.027230581,-0.029501563,-0.028361993,-0.019991567,-0.024594575,-0.014761921,-0.020103645,-0.026221413,-0.022233654,-0.030565616,-0.011993495,-0.0084872395,0.011321385,-0.015029087,-0.030848274,-0.019623654,0.001268173,-0.018514577,-0.048122592
-0.02538969,-0.026472453,-0.029046465,0.006913846,-0.019447649,-0.027651366,-0.02520701,-0.023127249,-0.02526999,-0.005552089,-0.016490161,-0.015562354,-0.019301746,-0.035983108,-0.0057349564,-0.01683826,-0.019272668,-0.013637132,-0.02610187,-0.006967214,-0.0322429,-0.02326284,-0.022361191,-0.019716019,-0.026944734,-0.046731036,-0.030659776,-0.027786043,-0.011052628,-0.004094771,-0.024781015,-0.012423784,0.0034455922,-0.011751083,-0.023515128,-0.03046088,-0.014422299,-0.014839002,-0.019945178,-0.028609533,-0.012244881,-0.0022256165,-0.042098798,-0.025986243,-0.035438612,-0.019407624,-0.016159568,-0.007206284,-0.010242746,-0.015386814,0.00090530375,-0.041063167
0.0066887694,-0.0009407062,0.0022138057,-0.007300268,0.0014674364,0.007071771,0.0005071683,0.007419981,0.0009622883,-0.016853176,-0.005214002,-0.0033740243,-0.0013997596,-0.0012996694,-0.006741647,-0.0032417744,0.0025215095,-0.0066950493,-0.0037037109,0.0009886366,-0.0013512732,-0.0033883078,0.0005959457,0.0033818127,0.0020885142,-0.00354529,0.0033347192,0.00039204478,-0.007030404,-0.0024160463,-0.0007680679,0.0064848037,0.011758215,-0.012259744,-0.0013964223,0.0015764427,-0.0017056087,-0.0041067936,0.009348392,0.0049300236,-0.0068046744,-0.0008696003,0.0010159421,-0.00011281898,0.0074374564,-0.0019501721,-0.006760267,-0.0061875894,-0.009186404,-0.010164167,0.0058697984,0.002238535
-0.031124504,-0.005378725,-0.0035016292,0.006623807,-0.007002958,0.0006204166,-0.021912452,-0.032580633,-0.018466411,-0.007769106,-0.012406704,-0.009384903,-0.022993127,0.010339142,-0.015272357,-0.0026976988,-0.0041390904,-0.001800472,-0.024471313,-0.00715991,-0.0025591836,-0.0060345517,-0.0040622307,-0.001241745,-0.006250709,-0.014278505,0.011641894,-0.00613639,-0.009037999,0.0004502822,-0.0023125247,-0.013230003,-0.0084152445,-0.0053331666,0.002732567,-0.004641767,-0.0024917014,-0.006007403,-0.011287683,-0.0023144463,-0.005357775,-0.004670023,-0.010679424,-0.006661303,-0.008821704,-0.009892388,0.0063905567,-0.014157218,0.00047672086,-0.011514208,-0.016493544,0.002617889
-0.032247324,-0.017501622,-0.013048198,-0.005801458,-0.013512276,-0.010327633,-0.017299158,-0.016109748,-0.014879436,-0.029551372,-0.010704241,-0.02405751,-0.009544045,-0.031910535,-0.005174142,-0.0128145795,-0.014191372,-0.0072560795,-0.02425994,-0.028033312,-0.00081435486,-0.015084882,-0.016098376,-0.015515478,-0.016910492,0.011362708,-0.014373657,0.00048085293,0.013483608,-0.028438276,-0.029387582,-0.026489828,-0.024723833,-0.018149804,-0.023161743,-0.019458571,-0.010866586,-0.023189688,-0.013655863,-0.015290382,-0.018835075,-0.014003497,-0.0145255625,-0.0092162825,-0.020893333,-0.020094318,-0.021826107,-0.023185069,-0.030700538,-0.014338614,0.017936785,-0.0069678184
0.049920846,0.010322458,-0.008159397,0.045624048,0.003190903,0.031096444,0.02779471,0.019217256,0.027957996,0.058838222,0.00405021,0.030203853,0.009522965,0.013057273,0.009928885,0.02364083,0.03162997,0.054243676,0.024757754,0.009978848,0.0142767355,0.008952061,0.015691651,0.00054694864,0.015158466,-0.00014600468,0.031187113,0.01467745,0.012792546,0.03481846,0.00071836205,0.00156835,0.012957826,0.042017143,0.01471377,0.01204966,0.01348059,0.026086975,0.007620032,0.02901828,0.038282186,0.042265028,0.017212236,0.037955582,0.035606746,0.030971842,0.03367018,0.0045502456,0.051480502,0.014866358,-0.0055632624,0.020643715
0.006261313,0.011971368,0.003955309,0.021872338,0.0031080453,0.01706319,0.0070677204,0.005271133,0.007478935,0.004646597,0.0066573354,0.004116929,0.0020159443,0.0027261537,-0.0033248411,0.02218853,0.010760254,0.00012194312,0.004602341,0.0029909546,0.014657046,0.011764974,0.01518553,0.008282172,0.022379762,0.03115493,0.023191527,0.012574056,0.01309442,0.0019813557,0.0017374799,0.036458235,0.00059223914,0.009788574,-0.008991637,0.01236337,-0.0024364921,0.0035523912,0.0025209994,0.018392975,0.008530918,0.0010478956,0.0024795677,0.015156707,0.01539449,0.0035704111,0.013157483,0.00862889,0.009229651,0.021999747,-0.018060096,0.0052272934
-0.007972693,-0.020571128,-0.01821362,0.0070041036,-0.005682798,-0.01582625,-0.015141102,-0.011022768,-0.030650688,-0.034653902,0.0064038425,-0.0072733704,-0.0031636022,-0.02507022,-0.0060129263,-0.016620299,-0.00931036,-0.0050284807,-0.011949824,-0.009755106,-0.004614531,-0.020890702,-0.029908253,-0.0047737435,-0.016984789,-0.010555496,-0.0068730535,-0.0036425267,0.011982866,-0.005375046,-0.021550234,-0.02621717,0.010438333,-0.019498881,-0.014145322,-0.0204911,-0.0015434737,-0.012676178,-0.0049203536,-0.01458559,-0.012640998,-0.00039504888,-0.012266217,-0.023247156,-0.006575253,-0.014671774,-0.022748617,-0.0073182625,-0.019414179,-0.015845746,0.00020045298,-0.011791979
0.0065204427,0.0025994394,-0.011372861,-0.011651312,-0.0040726042,0.0034066532,-0.0064438395,-0.0013560265,-0.011496041,0.0013015465,0.0041239755,0.0027879758,0.0017766745,0.0035398293,0.0063319877,0.0010281758,0.0018333674,0.018702114,-0.011721815,0.0036185747,-0.0015306371,-0.005497852,-0.00078355614,-0.0017903965,0.010952161,-0.012838634,0.015645534,-0.006143227,-0.016166497,-0.00022629688,-0.0065161805,0.010219154,0.0108261295,-0.0016364853,-0.004221578,0.010654965,-0.005737639,0.00041237497,-0.007461117,0.009706127,0.0016749613,-0.0006217004,0.0132655995,-0.0039945203,0.01674097,-0.007002623,0.005969635,0.0034344601,2.0989013e-05,0.0060432213,0.0025505973,0.009991073
-0.017906021,-0.01910749,-0.016916774,-0.005146944,-0.007911367,-0.007570854,-0.0007888983,0.00481834,-7.759755e-05,-0.0262697,0.00044766217,-0.015935848,-0.002833764,-0.0044678403,-0.00047023853,-0.007524004,-0.0063007437,-0.04100631,-0.00043128702,-0.015737394,-0.0029200688,-0.018972466,-0.020229775,-0.003377582,-0.016022788,-0.0013081905,-0.010530137,-0.0033391754,-0.0020573405,-0.0066027334,-0.011128841,-0.022704955,-0.013483133,-0.0034675288,-0.013100434,-0.01891208,-0.002303076,-0.012553985,-0.015012163,-0.010917553,-0.011806254,-0.0032053497,-0.023453224,-0.0052512744,-0.014295171,-0.0060593346,-0.0069436324,-0.008539368,-0.021073742,0.011961939,-0.028283115,-0.0057501253
0.008903781,0.0073968857,0.011577889,0.026792489,0.0050634393,0.012463985,0.008408929,0.012778542,0.0029921578,0.01439023,-0.0034403298,0.0038254207,0.004990698,0.0034005134,0.009573959,0.014939092,0.008917979,0.007868759,0.008706568,0.006810093,0.011380587,0.011307966,0.01942692,0.0055252174,0.011565485,0.008943005,0.006383192,0.010579884,-0.011680218,-0.0011541975,0.008146352,-0.0031901745,0.009740653,0.009554061,0.003574882,0.003853831,0.00647372,0.0057063806,-0.00023409553,0.008670698,0.012720545,0.0044841245,0.00059582066,0.004376411,0.0030757845,-0.0017231148,0.015077052,0.003466369,0.019772375,0.009798169,0.0029505389,0.014138224
0.022219276,0.01982485,0.005146376,0.015523487,0.0103878165,0.03156309,0.0053358,-0.007791286,0.008576992,0.023960263,0.01579163,0.01966848,0.005354799,0.034253683,0.026927676,0.022457562,0.02418573,0.039714463,0.014275667,0.01525691,0.02143719,0.013220412,0.020777408,0.0063962922,0.027589366,0.0014015451,0.032031763,0.015435839,-0.0073826136,0.0043396233,0.007619996,0.016277492,0.027165012,0.012800216,0.0104521895,0.026935922,0.005610674,0.01508977,0.023740409,0.02970857,0.017889712,0.01603662,0.029563045,0.006169018,0.031211697,0.020969838,0.013520915,0.0074546933,0.0195936,0.025129093,0.033554602,0.042393167
0.0027573793,0.0013379345,0.0123302685,-0.011470979,0.0040261466,0.0081888605,0.009898224,0.01078819,0.008234483,0.042682994,0.00039843892,-0.00081056636,0.0027451457,0.0004926126,-0.0011388258,-0.0019418021,0.0048579993,-0.0023301337,0.009272117,-0.009674053,0.013532409,0.0032339343,-0.010652484,-0.006606768,0.004315903,0.0049025696,0.011659758,0.012012506,0.023686128,-0.0058818595,0.007969678,-0.012761631,0.04079285,0.024573993,0.005224787,-0.00057286007,0.016241474,0.0055280556,0.008275945,0.012336263,0.008486599,0.015479323,0.0058204555,0.008889307,0.02789523,0.00044279583,0.036976006,0.015709985,0.027550282,0.004856882,0.00030536018,0.018950187
0.026030777,0.013038909,0.009055041,0.035361484,0.0068410556,0.0244773,0.015407569,0.014211458,0.002545487,0.04167349,0.00064890174,0.01640601,0.009392942,0.013529088,0.010106703,0.02067594,0.015013648,0.03454823,0.013948041,0.00865306,0.023153538,0.020503018,0.021391654,0.0070440904,0.020834249,0.031643882,0.020779094,0.025435437,0.05356256,0.02019018,0.020616036,-0.0014023244,0.029658316,0.028969629,0.01952743,0.0053144055,0.012539547,0.019268591,0.0021735216,0.022408456,0.03013357,0.029755382,0.004071634,0.019183202,0.020019952,0.02240812,0.023741512,0.01483076,0.041316073,0.010533145,0.017828953,0.017812759
0.027165366,0.024833536,0.020921491,0.021397628,0.02261394,0.046368357,0.03006372,0.020605855,0.0010011842,0.021735838,0.025228158,0.032223057,0.02428242,0.023155915,0.022200478,0.02996238,0.031921823,0.04036036,0.037786603,0.03270825,0.021372113,0.025579784,0.042395495,0.02555679,0.041309033,-0.0019063833,0.04501489,0.020409174,0.023601614,0.045328736,0.030733751,0.012125297,0.045486506,0.036572836,0.028023176,0.023873826,0.025385292,0.0324995,0.013729404,0.04058956,0.029173546,0.040153354,0.030880228,0.027271122,0.026592173,0.015222378,0.036583498,0.035763405,0.023317952,0.021667732,0.00634373,0.028736727
0.0042285784,0.0057559363,0.014081535,0.00933487,0.00446841,0.009066866,0.0098748645,0.0234922,0.013254363,0.02516563,0.0010127861,0.0023482416,0.003961327,0.011104269,0.019237965,0.0063484865,0.0022420865,0.01998579,0.0037999721,0.0009577171,0.007637077,0.0060748747,0.0005955423,0.0030511466,0.0073390994,0.0069568357,0.004455463,0.0033965285,0.01253283,0.0071441107,0.0002607945,0.0060124584,-0.004317155,0.015581319,0.0057759415,0.005144261,0.0065013473,0.005336554,0.0021753514,0.0113988025,0.011773039,0.01317383,0.0038693189,0.0050825714,0.020230172,0.020799922,0.015020381,-0.0029234302,0.014861794,0.005091136,-0.01912326,0.010310473
0.01410671,0.016811032,0.011429679,0.00016988226,0.009762099,0.025756653,-0.0053090435,-0.022029279,-0.020747125,0.024806106,0.01802966,0.0049198684,0.012960567,0.010472014,0.0045616147,0.010165558,0.017081143,0.015623302,-0.0016936961,0.012164942,0.0132803125,0.016524302,0.0018931063,0.015788015,0.011739799,0.014088813,0.02204132,0.008755652,0.007025429,0.004777339,0.012558106,0.023209395,0.01852316,0.014939681,0.005317416,0.017547231,0.0071880887,0.008415518,-0.0034109997,0.01996366,0.0133608775,0.014294968,0.017494455,0.004331001,0.022741,0.0171943,0.011534264,-0.001765386,0.02038481,0.021547602,0.026562044,0.023433877
0.0027770407,-0.0023057123,0.004430936,0.00236207,0.005685867,-0.014226577,0.0016431528,0.00086228474,0.0019892543,0.007186325,0.00026016563,0.001098773,0.011486315,0.0031729704,0.014971524,-0.005524822,0.0004978432,-0.0060020983,0.0014707992,-0.006799107,0.00038491862,-0.0010584944,-0.010523788,0.003767996,-0.00031505644,0.016474511,0.005274086,0.002353183,0.00954182,0.0006398395,-0.0038042942,0.0057938523,0.008029111,0.005138044,-0.0053464416,-0.0034675538,0.0044717244,0.00042748643,0.01032354,-0.008119533,0.0017882162,-0.0023112565,-0.0051128473,0.0013726647,-0.015572653,0.0017080107,0.0047549685,-0.003406205,0.0038806957,-0.0022464574,-0.013626284,-0.008202422
0.0017829898,-0.012954413,-0.020708188,-0.012641843,-0.011818909,0.015044559,-0.0061259745,-0.0005862095,-0.018398738,0.004305867,-0.007840418,-0.0061048325,0.0036403723,-0.015012773,0.0059678135,-0.0012748811,-0.0059369165,0.005628822,-0.00826792,-0.017936207,-0.014529314,-0.007474197,0.0044873054,-0.01782403,0.016155789,0.0039854613,0.006444644,-0.009413427,-0.0072712395,-0.001455851,-0.0127522675,-0.043607406,-0.0061725983,0.002151216,-0.010573086,-0.019151388,-0.005988103,-0.0071756286,-0.015317673,0.014256257,-0.00029302124,0.009555284,-0.018092398,-0.00682359,0.017801981,-0.014467184,-0.00301134,-0.023195531,0.0047512245,-0.00075537735,-0.0370005,-0.026941009
-0.0013641742,0.0063159363,0.004160351,0.0109148305,0.013458027,0.01708839,0.014861591,0.022487894,-0.0007607101,0.010680272,0.009832532,0.004513908,0.0140975285,0.010838807,0.013925325,0.010389729,0.0104034385,0.0041744974,0.013489998,-0.006907381,0.020663543,0.0010277793,0.014179379,0.025627306,0.009585696,0.011787143,0.034146838,0.015248099,0.017216213,0.0020028527,0.0029171382,0.013292243,-0.0048236074,0.008254006,0.0062168776,0.011805631,0.006571039,0.0042960863,0.008256149,0.01378774,0.007517998,0.012431032,0.012982973,0.007988448,0.0017228997,0.0017151873,0.000113294285,0.017824303,0.0028145895,0.0103338,0.054310128,0.023138529
-0.00037420884,-0.012342385,-0.0039048586,0.0061717792,-0.0060744155,-0.015586655,-0.0037490185,0.0013847419,-0.01888738,0.019897351,-0.010357989,0.002858892,-0.015243629,-0.0038143448,0.002159942,-0.011517728,-0.006703966,0.02157433,-0.007187819,-0.007217864,-0.0065753227,-0.012138773,-0.018575298,-0.0033023574,-0.014630982,-0.006446043,-0.014754737,-0.0057450533,0.017421227,0.006586453,-0.008243055,-0.022075487,0.002061993,0.0065978486,-0.0023873327,-0.012291896,0.004183415,0.0009948493,-0.011889635,-0.0166156,0.005774782,-0.0059626475,-0.017542655,-0.0041438392,-0.022834469,-0.011516693,0.00813585,-0.005035963,0.009820976,-0.009032052,-0.0067149657,-0.024711022
-0.021209577,-0.00762507,0.003299484,0.011323425,1.9424107e-05,-0.004069066,-0.0076994933,-0.011202093,-0.014518446,-0.01562406,0.0055852253,-0.009480884,-0.008452748,0.0006384745,0.0049442453,-0.00428102,-0.0055078054,-0.012994585,-0.0013228765,0.015520998,-0.0076243784,-0.013471879,-0.012579257,-0.0007456775,-0.012365665,-0.011546927,-0.018562544,-0.00075259624,0.0048680007,-0.007263195,-0.0077712107,0.0070370785,-0.014214631,-0.011329845,-0.0076908376,-0.0015499672,-0.0075042523,-0.006906695,0.0071378984,-0.01262015,-0.009845101,-0.006874696,-0.0062043653,-0.012831372,-0.017931188,-0.028018342,-0.009726023,-0.003043442,-0.019439451,-0.004019273,-0.023933206,-0.009300386
0.010962212,-0.0039709914,-0.004869984,-0.021849917,-0.0039542085,-0.0071397503,0.0019875474,0.00090430526,0.0012750119,-0.011367974,-0.0004999012,-0.0036091749,0.0072293654,-0.008327379,-0.008398252,-0.0039622253,-0.0035079105,-0.024585001,0.001526873,0.0035079545,-0.0075939237,-0.0014210113,-0.000679987,-0.009915771,-0.00018733495,-0.013961745,-0.0037335928,-0.0017568149,-0.012739837,-0.0037713384,0.0035397178,-0.011789354,0.0031351913,0.0013771807,0.000589722,-0.006266808,0.0027947822,-0.0005414852,-0.007473955,-0.0018759127,-0.0064427704,-0.0026312005,-0.007956373,0.0057416763,0.006348981,-0.0061267293,0.0022479417,-0.01205537,-0.0071663717,0.0062262267,-0.028793786,-0.009008327
0.03929051,0.026417121,0.0243701,0.017530194,0.026653804,0.021862458,0.02793391,0.022373468,0.020218452,0.039327037,0.030514318,0.03326095,0.020879978,0.02172137,0.023034856,0.026819492,0.026065513,0.027404469,0.028830525,0.025761373,0.023746852,0.02914774,0.035733182,0.028829167,0.02627727,0.04012711,0.026478717,0.02088425,0.017850703,0.02609177,0.03473304,0.014941353,0.03403754,0.032178406,0.03130094,0.023300158,0.027114678,0.032307163,0.025418958,0.024461301,0.029541686,0.025394237,0.02867242,0.032313313,0.025435716,0.028279332,0.03149611,0.019435002,0.036129355,0.023426943,0.021738172,0.019833975
-0.02638882,-0.009772906,-0.015114628,-0.022755468,-0.0055271457,-0.017921083,-0.008672092,-0.0051370505,-0.017053258,-0.011541357,-0.013433663,-0.007562455,-0.0069327294,-0.013185968,-0.012109871,-0.014609037,-0.00423065,-0.026533833,-0.007940851,-0.01580108,-0.010589497,-0.009103039,-0.022219302,0.0020794536,-0.01976536,-0.014443629,-0.010716479,-0.01180974,0.0046356944,-0.0024754861,-0.0052936333,-0.0028848946,-0.02244702,0.004872963,-0.0025772701,-0.010652716,0.0017618716,-0.0054436433,-0.015817862,-0.013974968,-0.011928635,-0.012211902,-0.0074087568,-0.015655465,-0.0068331184,-0.0043399637,0.0015332841,0.00424167,-0.0101316655,-0.006356825,-0.0023300217,-0.010146709
-0.0243219,-0.004073556,-0.002423596,-0.014702712,-0.0006267794,-0.005768351,-0.008196262,-0.0026078695,0.007100824,-0.006542826,0.01216214,-0.0062524895,0.00091706595,-0.0055028354,0.0008734609,-0.008486477,-0.008690879,-0.002237445,-0.006300984,-0.0029668857,-0.0028895827,-0.0047880122,-0.004907354,-0.0039980058,-0.0011090651,-0.0025423856,-0.0037433382,-0.0050534774,0.011239097,-0.005601584,0.004891919,-0.0036775465,-0.015276797,-0.011312434,-0.0032285885,-0.003425998,-0.0046186154,-0.00569538,0.004399064,-0.0038386516,-0.007233559,-0.014172816,-0.0044572693,-0.017775021,-0.0026893446,-0.004877723,-0.015004617,-0.0011892362,-0.010410293,-0.0056629376,-0.004363877,-0.0017788273
-0.009573358,0.005398246,0.00487051,0.018759292,0.0076541435,-0.0011279214,0.0044369227,-0.0025475435,-0.014825303,-0.016815722,0.008547076,0.00017115768,0.005719583,0.010685177,0.0046865367,0.0184888,0.008811008,-0.023441086,0.002831164,0.012850388,0.012128615,0.0068694167,0.01632725,0.010665843,0.00038399379,0.015836887,-0.0015225634,0.015588122,0.014613403,0.0020548108,0.005541268,-0.0056147417,0.0072311233,0.00090208335,0.003188852,0.004554372,0.006603074,0.0024423748,0.0044536395,-0.003952856,-0.0026937625,0.0017843107,0.0038813308,0.013603784,-0.017388087,0.0022206635,-0.010039023,0.012095951,-0.0051179556,0.029138826,0.010124616,0.0146218
-0.022195691,-0.009021335,0.0001606613,-0.016670665,-0.010750946,-0.021104319,-0.014037226,-0.012728102,-0.013832861,-0.015143076,0.0013630067,-0.016014574,-0.008066876,-0.006753483,-0.025319507,-0.013462149,-0.019535875,-0.008781573,-0.014763682,-0.020188693,-0.0112070795,-0.007311275,-0.018009443,-0.020212626,-0.0113907,-0.0029699823,-0.008654115,-0.013694697,-0.007485758,-0.016315745,-0.012251119,-0.012853752,0.002187385,-0.015951725,-0.017836934,-0.010420732,-0.017895756,-0.016346531,-0.006546557,-0.014549982,-0.012346331,-0.014892023,-0.009781962,-0.015032156,-0.012095745,-0.013025239,-0.028221326,-0.0013354516,-0.01767844,-0.0086512705,-0.005520488,-0.008197174
