time,percept,focuspresent,focuspast,compare,conj,shehe,adverb,social,certain,netspeak,sexual,affiliation,see,filler,nonflu,relig,space,quant,interrog,money,anger,article,swear,cogproc,male,reward,leisure,health,motion,cause,discrep,achiev,anx,relativ,informal,ppron,they,power,negemo,work,friend,tentat,posemo,differ,verb,risk,assent,function,bio,ingest,death,pronoun,feel,number,auxverb,family,prep,drives,focusfuture,affect,body,hear,adj,you,ipron,insight,i,female,negate,home,we,sad
-0.021252386,-0.03434153,-0.031036353,-0.032041386,-0.012762483,-0.046631124,-0.058341563,-0.024711857,-0.046878308,-0.028794974,-0.048525006,-0.02798253,-0.047140285,-0.035675813,-0.06423507,-0.037913587,-0.00884265,0.00029528636,-0.019161403,-0.0739553,-0.029099964,-0.023940647,-0.0634177,-0.022967406,-0.029506383,-0.053162903,-0.048987918,-0.015101472,-0.032905504,-0.016845584,-0.04169598,-0.06600838,-0.035574935,0.00054957136,-0.011699698,-0.046397895,-0.06609532,-0.09158551,-0.027461939,-0.0136211375,-0.02877115,-0.053405218,-0.023076393,-0.037017297,-0.021709971,-0.029309735,-0.011914048,-0.078684606,-0.048493024,-0.030506518,-0.032024935,-0.024482802,-0.06887321,-0.03970323,-0.001368737,-0.052384164,-0.047419216,-0.045270596,-0.032630958,-0.045021,-0.025208581,-0.027768523,-0.01989472,-0.014762969,-0.06832953,-0.075014785,-0.01747179,-0.05769112,-0.031868298,-0.030766223,0.0019585853,-0.06500712,-0.008426659
0.023170793,0.005783418,0.018897858,0.022467008,0.019799815,0.022972807,0.038212534,0.009226302,0.0190218,0.024008501,0.0047200113,0.030420462,0.014029348,0.017419351,-0.023177007,0.010110144,0.050591145,0.018438913,0.007098637,0.028449276,0.05029104,0.028875966,0.048945002,0.0064905896,0.023823787,0.039216354,0.0446146,0.01093127,0.021832636,0.013655595,0.035266276,0.023539405,0.04639891,0.021063654,0.018385664,0.0011257831,0.017208649,0.03079888,0.04566943,0.03229256,0.030215854,0.022399923,0.007661805,0.026534574,0.031982,0.020450946,0.045516692,-0.009844307,0.01703773,0.02087408,0.012482751,0.06366263,0.014949838,0.0056021344,0.024191087,0.029771756,0.03549926,0.017052803,0.037634842,0.010913887,0.02940446,0.025195818,0.011257633,0.016877962,0.004567888,0.011412872,0.0308913,0.014666835,0.002254906,0.0044206535,0.020507108,0.0073902477,0.036254052
-0.009708013,-0.0024530678,-0.0011327728,-0.011815725,-0.012522923,-0.011684131,-0.01762125,-0.0069871135,-0.0030347886,-0.0077282027,-0.008854377,-0.019270344,-0.0032058817,-0.022649197,-0.011506123,-0.008309403,-0.037980974,-0.021138374,-0.023113526,-0.009154805,-0.027402809,-0.005763542,-0.044467006,-0.023085779,-0.00583919,-0.019221343,-0.013621474,-0.011955108,0.0034587346,0.002078406,-0.002459604,-0.014706033,-0.01190794,0.00020766721,-0.010912745,-0.013138389,-0.0049138996,0.010431879,-0.009834829,0.0027149222,-0.018694332,0.012543827,0.002239754,-0.0009620249,-0.008794756,-0.0014678127,-0.015363838,-0.014370569,-0.008510268,-0.006116197,-0.010736701,-0.028825458,-0.009303213,0.007742346,-0.04719822,-0.00094735913,-0.008153721,-0.013319351,-0.0097869625,0.004970914,0.00086186925,-0.008286704,-0.0011462109,-0.0113538345,0.009151401,-0.017119909,-0.004764433,-0.009414974,0.00043554395,-0.01166018,-0.0060024955,-0.030139,0.019517312
0.024864122,0.028036205,0.016470402,0.026930975,0.011201268,0.0003761321,-0.005525892,0.010918235,0.015692664,0.0065715187,0.00961896,0.02491675,0.018654699,0.026545195,-0.009303537,0.0055876058,0.023652282,0.012872344,0.004194251,-0.019980751,0.021842757,0.018612033,0.048563384,0.008033023,0.010598463,-0.001595886,0.010767187,0.017152818,0.048990685,0.02103948,0.018304689,-0.015913373,0.014496318,0.055010393,0.018602254,0.0047876537,-0.010661073,-0.020622492,0.017676732,0.033684,0.020516586,0.01022232,0.004796394,0.00690617,-0.008016744,0.019271947,0.026229821,-0.016770855,0.0008544724,0.03581369,0.052336086,0.0098870965,-0.017277483,0.04344553,0.012532696,-0.012699609,0.019147653,0.018689714,0.018219056,0.005918773,0.020579662,0.023324141,0.0033714096,0.020815667,-0.019663319,-0.030499145,0.028712954,-0.006866591,0.03774609,-0.0035269032,0.024951655,0.009122739,0.04062981
-0.0075064376,-0.0107108215,-0.0066898623,-0.0023794058,-0.011354093,0.00580552,-0.005719857,0.01788707,-0.016907142,0.013619647,-9.601865e-05,-0.053017117,-0.020786876,0.0041149287,-0.008061263,0.027132658,-0.032456774,-0.011179076,-0.01280815,-0.0014997886,-0.013591484,-0.013236698,-0.047470458,-0.027920222,-0.00013047206,-0.027699534,-0.0071857665,-0.029547947,-0.0064922804,-0.009295682,-0.012239252,0.0011553423,-0.030342143,0.022944024,-0.010015035,-0.0004244441,0.013710862,0.009425467,-0.022052499,0.0002843368,-0.02871651,-0.010782298,-0.004459151,-0.010216746,0.00096957723,-0.0051503517,0.0179693,0.028211776,0.0074406536,-0.029579226,-0.03596659,-0.0012158512,0.011651725,-0.0042050956,-0.06268591,0.008091418,-0.04727702,0.0017776513,-0.01743319,-0.01221563,-0.004571717,-0.03260866,-0.038756307,-0.008446093,0.023380589,0.007804191,-0.00010878182,0.017941616,-0.04587735,-0.00023036674,-0.021690559,0.015746659,0.0050155963
0.004555799,-0.015277411,-0.017361177,-0.012627723,-0.03883771,-0.02851606,-0.030809596,-0.0271908,-0.027513582,-0.023698505,-0.05207394,-0.016800186,-0.014642136,-0.0074843396,-0.049517274,-0.06168252,-0.0014531102,-0.020198498,-0.025482364,-0.021149049,-0.012779324,-0.021459403,0.011773859,-0.048044767,-0.026419055,-0.033205714,-0.012141155,0.0052260924,-0.01915462,0.0022304964,-0.013760762,-0.042705048,-0.0024883207,-0.008453544,-0.0066189887,-0.050973643,-0.049251463,-0.029529499,-0.01656059,-0.018104741,-0.009003613,-0.027745252,-0.036889635,-0.023254089,-0.042725805,-0.015258281,0.012308798,-0.048478477,-0.0301153,-0.019982344,-0.005392708,-0.0036540849,-0.042967767,-0.033189602,-0.010738362,-0.041526243,-0.020327324,-0.01769428,-0.011379637,-0.011240891,-0.020643193,-0.034348007,-0.0037410643,-0.034302637,-0.062746495,-0.031113507,-0.015742797,-0.063160084,-0.017861322,-0.03080989,-0.010286045,-0.033023577,-0.0066823936
0.044311482,0.10316814,0.074419774,0.06625149,0.04545157,0.04950154,0.10409256,0.039594647,0.0886006,0.058989137,0.08965385,0.09692706,0.07731767,0.09199562,0.027040094,0.06331621,0.062827766,0.049493007,0.06193094,0.06641155,0.08981199,0.08311495,0.08317076,0.095211536,0.07184542,0.07949999,0.08030672,0.09784982,0.095173866,0.070661984,0.062372014,0.05040976,0.07082815,0.10174663,0.05525282,0.09028983,0.09197136,0.08157525,0.074813575,0.080388516,0.06521519,0.07621576,0.073811695,0.078993976,0.04983461,0.07303736,0.08309016,0.07079428,0.06467122,0.10160676,0.10571356,0.07495812,0.08644,0.10158732,0.06313407,0.06480648,0.0726824,0.06870054,0.07503488,0.038256176,0.0799018,0.10679732,0.11211887,0.06765171,0.073115185,0.07616446,0.09795647,0.1228862,0.08667408,0.057506453,0.058854043,0.068397574,0.06611823
0.0014973353,0.006871359,0.009247829,0.024530053,0.03241861,0.0023963063,0.01549403,0.008711867,0.008511488,0.010661174,0.01463342,0.022538122,0.0015305628,0.010315711,0.008539446,0.002576097,-0.0388292,0.036309883,0.02908489,0.022946997,0.021743225,0.0095430985,-0.0055744457,0.009492133,0.014181693,-0.006421949,0.020888813,-0.003853188,0.0335377,0.006011152,0.009291298,0.014127391,0.012167431,0.015816394,0.017992942,0.015449178,0.0025686892,-0.014844202,0.019197522,0.021822302,0.004106507,0.022350252,0.017367085,0.011792673,-0.0052988003,0.01254061,0.020778589,0.023806121,0.008469393,0.017712506,-0.0017464354,-0.008103921,0.011301211,0.011876373,0.039395124,0.0051189344,0.021233445,0.016474176,0.014478906,0.0041403556,0.017073797,0.019282915,-0.007961763,0.02649621,-0.007420698,0.027652057,0.024744645,0.03377166,0.012192352,-0.03008397,-0.025148338,-0.04217569,0.03684525
0.009348428,0.018474936,0.013785043,-0.003949839,0.00995328,0.0017665433,-0.029962696,0.002718279,0.012602584,0.00844555,0.008953986,0.027016481,0.030194357,0.02518152,0.028245775,-0.016155321,0.0663022,0.002324225,0.01709361,-0.00031220124,0.022069473,0.01274755,0.036995836,0.0135496855,0.011677946,0.0026276542,-0.004256199,0.025111804,-0.0070205014,0.007751499,0.006612395,0.007077021,-0.0023484048,0.028166462,0.0053911153,0.0070113973,-0.004781681,0.0004983083,0.00062746316,0.013998959,0.007867473,0.024444215,0.0076353,-0.00091849,0.025921404,0.008137632,0.007124571,-0.027819403,0.0028633322,0.010887242,0.011917813,0.009007167,-0.004659865,0.0063647255,0.015334745,0.0035879994,0.015129539,0.0069368593,0.006726597,0.020166252,0.006148739,0.012046065,0.027337715,-0.00057022116,-0.0050628665,-0.00434824,0.014689263,0.0019071137,0.010596593,0.01973407,0.014985553,0.021939564,0.0203214
-0.014600672,-0.016868701,-0.009340114,-0.010455394,-0.0072720028,-0.019729665,-0.00020880562,-0.018889623,-0.0046795844,-0.003683751,-0.015253307,-0.001720022,-0.013642025,-0.016311733,-0.029194692,-0.0302828,-0.019883463,-0.0063927164,-0.009181449,0.025010653,0.009059128,-0.004364591,0.007845732,-0.014908156,-0.0041518356,-0.013736213,-0.010882585,-0.0020506612,-0.013898158,-0.011819356,0.0042656646,-0.013710304,-0.0051438897,-0.04010067,-0.010211093,-0.019432526,-0.008633296,0.004287268,0.0057006693,-0.019050151,0.008299537,0.001776568,-0.010967641,-0.0040900516,-0.018785084,-0.008977582,-0.009528202,-0.03370473,-0.0074774693,-0.015637308,-0.029716281,0.0016923362,-0.0012609669,-0.004306963,-0.024670921,0.0005220602,-0.002381144,-0.0043840776,-0.0026186092,-0.015424328,-0.011637068,-0.009320916,-0.036062606,-0.0022475633,-0.025024835,0.013265516,0.0033650903,-0.00069163146,0.007847103,-0.02807607,-0.0038531334,-0.006643834,-0.031347748
0.011116329,0.0028891268,0.0011636018,0.011585792,0.00432811,-0.005973149,-0.028381383,0.0028558269,0.003544754,0.027343595,0.0127571765,0.0075030904,0.008556773,0.014748871,0.013204096,-0.00861947,0.009700278,0.011195049,-0.0028729804,0.0046784948,0.013841661,0.008834326,0.04012211,0.009848737,0.01317312,-0.011930385,0.006803344,0.0051372116,-0.0019806963,0.020732105,0.016561974,0.009267175,0.010335762,0.005899054,0.014024123,0.012649591,-0.008580818,0.0083518,0.005464221,0.0071319607,0.012712981,0.0016117068,-0.00082710065,0.008825085,0.017734615,0.0042349612,0.020255059,-0.0034495124,0.0043560984,0.0056363507,0.008937774,0.022267787,-0.0061925426,-0.0050451425,-0.009759122,0.0037398427,0.013402072,0.012507199,0.008977136,-0.0056902026,0.008175318,0.010289857,-0.018344218,0.007835192,-0.006352487,-0.0018748696,0.012875925,-0.005943523,0.008612437,0.03319329,0.010698338,-0.0028298546,0.0030336042
-0.0036856383,-0.042297676,-0.045179795,-0.030167095,-0.01861391,-0.005723801,-0.07074136,0.0057811844,-0.041883055,-0.024686288,-0.036750197,-0.05341619,-0.03991996,-0.039612003,-0.020031787,-0.008311819,-0.029924788,-0.030833928,-0.06115737,-0.04719705,-0.04478643,-0.043152872,-0.046568677,-0.048672225,-0.026625406,-0.039889857,-0.04112291,-0.022485865,-0.029227447,-0.030305965,-0.037893392,-0.022210335,-0.04000335,-0.044988643,-0.023846058,-0.03254786,-0.047559813,-0.046708174,-0.02622925,-0.034559377,-0.0105754305,-0.036024027,-0.026980251,-0.013417797,-0.010461957,-0.038819034,-0.036045995,0.014657874,-0.025200533,-0.047526125,-0.06589738,-0.03563273,-0.047988337,-0.053553354,-0.068028025,-0.0316694,-0.046934124,-0.023761425,-0.032094724,-0.012185013,-0.024157232,-0.053426195,-0.025906445,-0.020144178,-0.030428287,-0.04918465,-0.031945717,-0.052011028,-0.05677446,-0.031431925,-0.029139625,-0.047143262,-0.032755878
-0.007007314,0.0036715881,-0.004364917,3.8066013e-05,0.0074702194,0.0029573843,0.0015585162,-0.005569998,-0.004134525,-0.0062612984,-0.00045294533,-0.017905863,0.0063401917,0.007969165,-0.007737347,-0.0027799422,0.008238883,0.0008237331,0.0020892273,0.0015362232,-0.012567457,0.0077734194,0.01289057,0.00054733315,-0.005211798,0.00058771146,0.014444801,-0.007292697,-0.0047777556,-0.00945195,0.005248159,-0.023090249,0.01754106,0.024187652,-0.0044053644,-0.0031283763,0.0014273983,0.0016106693,0.013772493,0.012158917,-0.009352748,0.0039499686,-0.012987587,0.005614798,0.0069740447,-0.0032208671,0.033935327,-0.0022519575,0.0020764526,-0.010823706,-0.018806655,0.0031037233,0.00013630345,0.0011745457,0.011734294,-0.00028278847,0.0110530425,0.014049488,0.01361878,0.00051707117,0.008695674,-0.007085498,0.0067213452,-0.0015668903,-0.0057201944,-0.0029515245,-0.0047399267,0.008692998,0.003807644,-0.016716313,0.010346998,0.006225574,0.015498706
0.021060824,-0.0005183391,0.008479468,0.007862908,0.021726688,0.020860618,0.0015524765,0.027299223,-0.005867703,0.020811597,0.014456368,0.009897994,0.005658376,-0.0022417265,0.02066576,0.0105751855,-0.0045224526,-0.0023853974,0.0022419137,-0.0014400242,-0.009442837,0.006801487,0.009408156,0.019377578,0.0125117125,-0.007550989,0.005847142,0.011304862,0.000662743,0.0074942065,0.0062515237,0.020473223,0.009872827,-0.027673876,0.007417127,0.015709782,-0.000294192,-0.040739197,-0.0015177696,0.0015812303,0.009543749,0.00738002,0.012891081,0.010389434,0.015687034,0.0077735498,0.0022914303,0.032285843,0.012759545,0.0010445407,-0.017192882,-0.0035558182,0.0033863655,0.017292574,-0.00820675,0.025423324,-0.020419732,0.0017066149,0.002649186,0.01976018,0.005887089,0.0063463473,-0.022473063,0.008861318,0.01154054,0.009841033,0.009405457,0.0073717562,-0.030958598,0.019783346,0.0094782105,-0.012752665,-0.0068786917
-0.0052738236,-0.016376304,-0.010114261,-0.023847671,0.0063857143,-0.002426818,0.01334925,0.012581744,-0.000106393076,-0.01012711,-0.0052937246,-0.0005422153,0.0054869866,-0.030557059,0.009181198,0.012278983,-0.007817987,0.002994628,-0.011675606,-0.0146204475,-0.018891146,-0.028862523,-0.032880664,-0.02242566,-0.0059508197,0.0025584693,-0.013217302,0.0009868655,-0.025168138,-0.0047323545,-0.009781846,-0.0039771795,-0.0173867,-0.044539463,-0.0014523849,-0.004620934,0.002940424,-0.024417227,-0.013701453,-0.03309062,-0.017114965,0.0029705497,0.005315887,-0.008785219,-0.0008141621,-0.013088071,-0.04090954,0.0024011813,0.0015385576,-0.016606085,-0.011907893,-0.03797785,-0.007385431,-0.0056673526,-0.026229242,-0.0056263646,-0.019628996,0.0065899813,-0.011216922,0.012791544,-0.02084328,-0.016486676,-0.017578207,-0.0133396415,0.0035885007,-0.027747855,-0.008288205,-0.006825994,-0.019118497,-0.010642863,8.3088744e-05,0.033031248,-0.022645673
