time,percept,focuspresent,focuspast,compare,conj,shehe,adverb,social,certain,netspeak,sexual,affiliation,see,filler,nonflu,relig,space,quant,interrog,money,anger,article,swear,cogproc,male,reward,leisure,health,motion,cause,discrep,achiev,anx,relativ,informal,ppron,they,power,negemo,work,friend,tentat,posemo,differ,verb,risk,assent,function,bio,ingest,death,pronoun,feel,number,auxverb,family,prep,drives,focusfuture,affect,body,hear,adj,you,ipron,insight,i,female,negate,home,we,sad
0.008491613,0.007060518,0.01481545,0.011740939,0.01219777,-0.005713776,-0.004236206,0.0031731825,0.0051418524,0.0077416906,0.02334036,0.0008235595,-0.0005923049,0.01122133,0.013881045,0.02577779,-0.0098877,0.0060446863,0.02276184,0.008955638,-0.018764498,-0.002019226,0.00087999477,0.007096624,0.008999777,-0.016525246,0.008845439,-0.0076637953,-0.01917911,0.011007649,0.012897304,0.027618684,0.011015462,-0.006235072,0.008432374,0.018106721,-0.0039909463,-0.03758849,0.008120547,-0.0068668937,-0.0032977366,-0.0015994126,0.008351027,0.008761974,0.00091568986,0.015602549,-0.0076196236,0.012661044,0.01244013,-0.020530725,-0.048935715,0.0039407844,-2.3624654e-05,-0.004415704,0.017277539,0.03671939,0.008018528,0.017294258,0.0048581436,0.026681881,0.0010188874,-0.021683197,0.012882146,-0.0052030263,0.006567217,0.0073305024,0.0074056173,0.012427036,0.027226033,0.039355803,-0.017697787,-0.03564724,0.004782586
-0.0036949932,0.017177451,-0.010293509,-0.012292658,0.02920804,0.016240455,0.005035946,0.021804232,0.0038742216,0.019507697,0.0040891366,0.016668625,-0.004183098,0.015086713,0.0004000999,0.023831489,-0.027469728,0.009005543,-0.009814841,-0.006913597,-0.0015299362,-0.00792757,-0.039118305,-0.008894652,0.00483,0.008253348,0.0085180495,0.0073657287,0.0001280113,-0.022827204,0.008101379,0.0065210955,-0.0020066954,-0.018433684,-0.0047785994,0.0019071324,-0.016920816,-0.07594233,0.013173792,-0.007514278,-0.005605077,-0.0014798172,0.006538568,0.014987509,0.017030085,-0.01162474,0.00092254934,-0.012351751,0.009302899,0.013328192,0.03697737,-0.021750888,-0.019853571,0.008203704,-0.023360197,0.010936474,0.024896104,0.030050786,0.0061162603,-7.637904e-05,0.0037605392,0.008635104,0.019040491,0.014762852,-0.014480363,-0.025071194,-0.012415578,-0.0067227334,0.032360483,0.01491087,0.002271912,-0.023968883,-0.020132642
-0.024728358,-0.009840001,-0.006670203,-0.0022566756,-0.0118818795,-0.03866109,0.015885679,-0.022466652,-0.011027456,-0.017655762,-0.007543187,-0.012723584,-0.016039234,-0.021877266,-0.0318447,-0.042765513,0.01950784,-0.009708978,-0.027848097,-0.049246132,0.0018479518,-0.021694656,-0.046876512,-0.028407048,-0.024349542,0.0036562746,-0.0056299325,-0.005307702,-0.0035629584,0.011940296,-0.02672873,-0.012674261,0.004773322,-0.026606288,-0.008682421,-0.018897893,-0.011506934,-0.030459119,-0.0007811014,-0.019379333,0.0012330943,-0.01655981,-0.035386216,-0.018378677,-0.016747344,-0.0051349257,-0.009660174,-0.046722006,-0.020003434,-0.013419655,-0.019164763,0.021671994,-0.013073238,-0.018248444,-0.04603161,-0.004549053,0.0010721042,-0.030303594,-0.0052401656,-0.03236697,-0.019363284,-0.015760494,0.020592606,-0.024823101,-0.004214639,-0.015940728,-0.026904928,-0.022647006,0.0037302377,-0.033263486,-0.007598579,-0.038696904,-0.010915517
-0.04169895,-0.06798469,-0.060265806,-0.0736373,-0.08652899,-0.061383124,-0.093042076,-0.070427775,-0.057604596,-0.071656734,-0.06909371,-0.03897717,-0.06511797,-0.064718366,-0.054276273,-0.058450595,-0.029571569,-0.06530913,-0.06781251,-0.07467052,-0.052340355,-0.05948636,-1.7133169e-05,-0.069474734,-0.07650169,-0.041034725,-0.06807866,-0.027877899,-0.070320815,-0.05603559,-0.07589087,-0.0681195,-0.0597879,-0.07690924,-0.05521696,-0.069715045,-0.09171558,-0.1202608,-0.06549681,-0.06881557,-0.04216023,-0.046072826,-0.084756345,-0.07530346,-0.06886027,-0.06544606,-0.07625515,-0.08046411,-0.07167546,-0.051786788,-0.04661899,-0.055250607,-0.08544721,-0.07293292,-0.05527213,-0.066805474,-0.037732,-0.070126064,-0.065464556,-0.057193317,-0.07191507,-0.04745582,-0.059266377,-0.07883949,-0.10264497,-0.07405466,-0.07837301,-0.06515766,-0.03186294,-0.058206767,-0.01974665,-0.084984176,-0.06579889
-0.016304282,-0.02260208,-0.017071525,-0.017928543,-0.018636653,-0.008139383,-0.024141073,-0.00401591,-0.015572437,-0.0027376502,-0.00995588,-0.002389357,-0.021796321,-0.030472312,0.007889733,0.0141059365,-0.041518867,-0.024257343,-0.015466686,-0.04514127,-0.02389942,-0.017848939,-0.06978658,-0.020150634,-0.0020319957,-0.025249014,-0.015958935,-0.031281404,0.0033281778,-0.012975055,-0.015787015,0.011318529,-0.02985801,0.032915574,-0.01853906,-0.008083975,-0.010087838,0.01088222,-0.03098465,0.0013538029,-0.044438165,-0.023551608,0.0115344,-0.009972233,0.009017206,-0.013529614,-0.008162524,0.017948909,-0.01159873,-0.012597903,-0.04954858,-0.003141062,-0.02100176,0.005853283,-0.023948686,0.0008435094,-0.020505276,-0.018601663,-0.025032075,0.00062603585,-0.003679083,-0.004798962,-0.035165217,-0.008410608,-0.010295495,-0.04160569,-0.0118155265,-0.017579034,0.0060033854,0.023508046,-0.032425955,0.010608084,-0.004628264
-0.053450733,-0.041766908,-0.055195328,-0.05529531,-0.05531769,-0.035492815,-0.07267537,-0.07252542,-0.062395826,-0.05808132,-0.06410201,-0.04393484,-0.08620904,-0.039264105,-0.03659804,-0.049494054,-0.0865361,-0.03927568,-0.05142542,-0.049392354,-0.05327357,-0.054319777,-0.08160202,-0.052508365,-0.05309593,-0.078838296,-0.07193912,-0.05918744,-0.06785261,-0.05998804,-0.043308325,-0.06036949,-0.05441708,-0.067122616,-0.04884307,-0.059722364,-0.0757944,-0.10128208,-0.0517763,-0.06069599,-0.048482083,-0.095188044,-0.06629868,-0.07406186,-0.056687426,-0.05422143,-0.06478877,-0.07740771,-0.05837381,-0.047692075,-0.0297118,-0.049535412,-0.069777586,-0.053556703,0.0021627718,-0.047617376,-0.06700342,-0.0442496,-0.06222089,-0.07141321,-0.06745022,-0.033580594,-0.046398845,-0.057002567,-0.060600393,-0.059555568,-0.043885905,-0.092261106,-0.057355594,-0.04480213,-0.05340832,-0.06295162,-0.072994635
0.008140901,0.030370666,0.015247281,0.038265713,0.008542399,0.024211371,0.05143426,0.03050895,0.010383474,0.01119082,0.025514992,0.024291756,-0.004278137,0.009539635,0.04325055,0.04863389,0.039197605,0.019587697,0.014892314,0.031540982,-0.02178177,0.029422782,0.041851323,0.019796344,0.012991434,0.02147308,-0.002898029,0.014009611,0.053938176,0.013123034,0.0043703252,0.025753628,0.0014720189,0.02562538,0.014808372,0.024677021,0.0463098,0.051531486,0.009468201,0.03393745,0.0069388784,0.0023847385,0.023425182,0.0102413725,0.02292639,0.020947386,0.018254599,0.016571285,0.033950742,0.038921233,0.015154678,0.060015075,0.045477465,0.031727895,-0.0033196993,0.024738494,0.0112538105,0.030940272,0.005061249,0.021733517,0.022440242,0.055164292,0.053191368,0.02045952,0.045114465,0.042782463,0.0038647873,0.047375288,-0.006215243,0.010560897,0.036253363,0.03243766,0.03130073
-0.009655195,-0.016264724,-0.01087654,-0.005094396,0.0024242573,0.014039021,-0.004666843,0.014627768,-0.0076806108,0.010152523,-0.005073602,-0.003875167,-0.012491277,-0.026691295,-0.04074955,-0.007655856,-0.005044557,-0.00519442,0.0075967195,0.00028480508,-0.017497279,-0.0022049036,-0.017029887,-0.0018621373,0.00038102653,-0.011982615,-0.006504904,-0.008070242,-0.008400831,-0.021440571,-0.0013307884,0.023767387,-0.008410322,-0.015218907,-0.01121887,-0.004083374,-0.0033345476,-0.01877415,-0.007945995,-0.013650362,-0.007896902,-0.014891607,-0.011893512,0.0069751428,0.00013112376,-0.008722047,-0.015112415,-0.0036766587,0.004808162,-0.0015921041,0.006258265,0.0021998433,-0.0068811737,-0.025958043,0.014744472,0.015693674,0.0024603151,0.0050658067,-0.009118969,0.0010140946,-0.003869128,0.0036630782,-0.0024224415,-0.0010463899,-0.012031578,-0.013971884,-0.00558913,0.005299173,-0.010775914,0.0011559139,0.0058486466,0.022577506,-0.038565014
0.004270314,0.006647864,0.011745145,0.008755553,0.01754282,0.0065589603,0.0070953905,-0.00032528062,0.007154333,0.005520661,0.011201101,-0.010614498,0.008683993,0.00069549656,-0.01039649,-0.0047621317,0.009261639,0.01664428,0.004945969,0.008328339,0.0023721491,0.013145698,0.033678968,-0.0010185805,0.004352269,-0.012791468,-0.004219567,0.017280376,0.023618326,0.018744111,0.01171474,-0.011747402,0.0062219244,0.011978242,0.013622845,0.0036087304,0.004830344,0.011282206,0.0099427905,0.010599382,0.008369143,-0.005261496,-0.0044437903,-0.0010352851,0.014730486,0.009186395,0.02014491,-0.0005465082,0.0056246514,0.011052945,0.01901924,0.00403388,0.0013971836,0.0039046207,0.009718775,0.0009082166,0.014797803,0.013244236,0.008738694,-0.0088164,0.0046122675,0.005159203,0.0268058,0.006111547,0.0033054017,-0.0058943224,0.011225945,-0.005148799,0.025445221,0.012525109,0.0014406323,0.020534912,0.007963229
2.985167e-05,-0.012934504,-0.024821589,-0.006567123,-0.007258541,-0.006359504,-0.013581135,0.0006747322,-0.010918657,-0.009410452,0.0020939393,-0.007918465,-0.0017821725,-0.029189875,0.0033227038,0.03176084,0.0015287948,-0.01434853,-0.028469803,-0.013718781,0.029668733,-0.014892459,-0.033803508,0.0056238146,-0.01772123,-0.005077149,-0.008747864,-0.009098036,-0.018495454,-0.02238455,-0.024524616,-0.03367787,-0.00924901,-0.01783963,-0.012583167,0.0046171127,-0.016732274,-0.0044801133,-0.0165584,-0.014487242,0.001581612,0.009453074,-0.013725315,-0.01619253,-0.01792795,-0.021476515,-0.045917414,0.0013309767,-0.01739237,-0.007340295,0.007097593,-0.005274688,-0.020673467,-0.0058772354,-0.009708687,-0.026327576,0.004967235,-0.020626498,-0.014621789,-0.025698973,-0.015499143,-0.012033994,-0.004501214,-0.007173256,-0.017045403,-0.029178435,-0.018849514,-0.022687016,-0.007076415,-0.03401583,0.020941025,-0.021528333,-0.0019883025
0.019622672,0.03280503,0.020876488,0.028817201,0.016964708,-0.014477066,-0.0076074526,-0.007853891,0.020196252,0.030849064,0.004039851,0.005764359,0.014061354,0.028858328,0.018657707,0.005155547,0.04392283,0.015056318,0.012982387,0.0064025177,0.021983208,0.023488998,-0.0062198015,0.00511863,0.024614632,0.020884372,0.014299985,0.040819246,0.041623626,0.040755883,0.02327442,-0.0021516907,0.032721255,0.04496104,0.023902666,0.0024421595,-0.0023200093,0.03156712,0.021252228,0.024107907,0.033075053,0.012058117,0.012404001,0.019794187,0.010232328,0.027383326,0.0128183905,-0.00848108,0.00014977733,0.0319737,0.046665303,0.024331227,0.004403949,0.026980268,-0.017680375,0.004161568,0.066694684,0.00014020022,0.019123029,0.019203085,0.022142582,0.017622959,0.035720065,0.015097196,-0.0073579154,0.016918706,0.044362348,-0.0059665996,0.034090374,0.009184392,0.038947225,-0.005799776,0.02734972
-0.012540552,-0.0026663514,-0.008870582,-0.011342886,-0.013570394,-0.001787085,0.019780817,0.015905848,-0.004236936,0.01156507,0.0067518577,-0.006608522,0.0021247086,-0.0013801724,0.019028388,0.008944376,-0.0022920086,-0.0077616307,-0.0039086225,0.013341332,-0.0069343974,0.0028649548,-0.035846464,0.019289557,0.0014237616,0.009986679,-0.010599525,-0.015265648,-0.0069107255,-0.0074886177,-0.009581015,0.0005868007,-0.018369535,0.0022562637,-0.008491731,0.009337772,0.026926046,0.00803441,-0.022347482,0.000422587,-0.021546278,0.01116174,0.0060553337,0.00812954,0.004171879,-0.009109059,-0.010268769,0.024684753,0.00668214,0.0007539849,0.008441637,-0.018851997,0.023705456,-0.0052472763,-0.023993641,0.0055141198,-0.006901256,-0.014537497,-0.013527497,0.0088467775,0.0045086034,0.0040705404,-0.014744415,0.0021861386,0.04184884,0.017132025,-0.0016420111,0.017418921,-0.015644146,0.0133996885,-0.012270108,0.036901943,-0.010134284
