home,focusfuture,achiev,cogproc,risk,assent,see,percept,netspeak,sad,relativ,leisure,death,nonflu,discrep,focuspresent,affiliation,space,posemo,time,anx,affect,focuspast,filler,negemo,differ,swear,certain,work,anger,cause,body,relig,power,motion,insight,ingest,family,female,friend,social,health,feel,hear,drives,sexual,tentat,male,informal,bio,money,reward
-0.032862987,-0.04765342,-0.09210698,-0.10615144,-0.12184103,-0.10204877,-0.06603691,-0.064620845,-0.051870085,-0.11608112,-0.050549064,-0.03485353,-0.099177785,-0.08841807,-0.10283595,-0.060326785,-0.0327776,-0.049781412,-0.10445747,-0.06711965,-0.14724065,-0.109032154,-0.08062939,-0.022939242,-0.113920495,-0.12365796,-0.044603802,-0.12356311,-0.06520844,-0.097473316,-0.06282095,-0.059567545,-0.052739643,-0.044101376,-0.039069604,-0.11887596,-0.045904733,0.015584105,0.012261967,-0.023175443,-0.026725627,-0.07508826,-0.076391086,-0.042913612,-0.061952546,-0.07265486,-0.09516362,0.0142445685,-0.07128007,-0.058276534,-0.073141344,-0.09961914
0.014180722,0.026662003,-0.036524344,-0.02166063,-0.043128964,0.014331548,-0.0051179896,0.013968321,0.016267922,-0.022592606,-0.018831067,0.003326453,-0.0010968376,0.058004767,-0.04313336,0.0025040002,0.020309674,-0.017318698,-0.0020675005,-0.02806163,0.025675777,-0.006058967,-0.006637064,0.056378275,-0.010977353,-0.013971964,-0.015817111,-0.03471561,-0.00472304,-0.01718168,-0.044861272,0.014609319,0.016654972,-0.01591177,-0.010951096,0.0042249057,0.02145867,0.035111938,0.004477106,0.03730908,0.013881881,0.025623025,-0.009725808,0.047545113,-0.014147985,0.013885953,-0.01902272,0.014294753,0.016927365,0.018936714,-0.014196112,-0.03912269
0.022760509,-0.010047904,0.027851537,0.0417149,0.022729829,0.057463773,0.049758017,0.040502567,0.046531618,0.0035509728,0.037469827,0.053136263,0.027171547,0.050178602,0.061820608,0.045861773,0.01835336,0.03385054,0.013588023,0.041456632,0.015699828,0.017546905,0.04804657,0.055953663,0.02238331,0.056005303,0.06184685,0.032232318,0.028028611,0.043805342,0.059460126,0.036320064,0.0067947283,0.029547898,0.03591731,0.029746948,0.03606304,-0.023775864,0.017187636,-0.00524632,0.028986378,0.024421768,0.026488954,0.055860933,0.024915477,0.038479984,0.036658257,0.0031764456,0.045963787,0.033152536,0.04013376,0.021611579
0.009103893,0.016457526,0.026641678,0.025853276,0.012617747,0.01315753,0.042846724,0.033213977,0.016733807,0.036157127,0.034900896,0.030460974,0.030144405,-0.025881546,0.0026031975,0.033613116,0.023145644,0.03523007,0.026780786,0.027194545,0.027487604,0.028085316,0.049096275,0.046494894,0.03001948,0.028042197,0.009793581,0.028243657,0.034893323,0.0237545,0.036775593,0.02261285,0.039210804,0.033434417,0.042268764,0.035003375,0.052846245,0.011600105,0.005798692,0.020513551,0.018847255,0.023297124,0.027245313,0.024119845,0.02903046,0.034194116,0.01903037,0.024497142,0.015999602,0.031914894,0.045512963,0.030731011
-0.047608353,-0.009131853,-0.035700873,-0.037457094,-0.03199692,0.011366261,-0.0074891555,-0.021030538,-0.021244552,-0.0036064822,-0.025931744,-0.027619617,-0.0013959627,-0.03429649,-0.026516154,-0.02899862,-0.025581263,-0.024602056,-0.024442943,-0.018732691,-0.024508465,-0.028299224,-0.025377307,0.04426546,-0.029555071,-0.049314667,-0.009899878,-0.048371963,-0.04474618,-0.03740362,-0.051173728,-0.035000417,-0.018241089,-0.037858594,-0.030760631,-0.01745099,-0.026312334,-0.051953956,-0.06469687,-0.02004103,-0.040363166,-0.041085824,-0.033859883,-0.008539269,-0.03568337,-0.02130759,-0.035554305,-0.039118286,-0.013255443,-0.030731473,-0.05959033,-0.0315811
-0.114407234,-0.1303962,-0.13754159,-0.1370908,-0.14119515,-0.13281709,-0.12356835,-0.120033085,-0.1311172,-0.1183932,-0.12827618,-0.11922065,-0.119365185,-0.13539353,-0.10978218,-0.13344057,-0.123883955,-0.12765096,-0.12114679,-0.12887046,-0.13212752,-0.12312658,-0.13217717,-0.17421934,-0.12490431,-0.13995928,-0.13023107,-0.13653135,-0.12921081,-0.12442309,-0.1492814,-0.119511135,-0.1088147,-0.11895478,-0.12836519,-0.13236392,-0.117392935,-0.11044667,-0.11827042,-0.11971781,-0.124570705,-0.12820202,-0.12107629,-0.109949306,-0.12601352,-0.13446245,-0.14613615,-0.10306892,-0.13156661,-0.12370804,-0.1327593,-0.13808154
0.068175524,0.07311999,0.06631167,0.06796424,0.058250304,0.08499317,0.053418554,0.0514042,0.07329658,0.058278427,0.057648264,0.05002561,0.05954947,0.106512025,0.08006159,0.07820781,0.059451193,0.068983026,0.045446943,0.03890487,0.06466174,0.052989893,0.078933805,0.10375032,0.06045355,0.081206724,0.09520776,0.065374345,0.05949456,0.06883541,0.05882023,0.07575645,0.068145886,0.07329336,0.057978794,0.07027718,0.043034714,0.09272411,0.08847331,0.06892329,0.070090346,0.04733472,0.05507629,0.05855464,0.06703494,0.060610108,0.06260176,0.07065401,0.08361792,0.056922067,0.07364584,0.06444508
0.034615,0.03044399,0.03546533,0.030400852,0.009725728,0.03676716,0.0049634366,0.009673567,0.04838991,0.0062314006,0.021241846,0.021826323,0.017852282,0.022749953,0.019597245,0.03039144,0.041205693,0.027429558,0.01978784,0.0038799236,-0.0020634646,0.018330881,0.04103956,0.05876371,0.017011378,0.029774707,0.05037799,0.034638826,0.017574046,0.025821945,0.03545309,0.032503057,0.026492756,0.027037501,0.026379531,0.026084773,0.035000626,0.049457714,0.024686148,0.041329894,0.034076966,0.024825418,0.0043930216,0.008650355,0.030513434,0.06099195,0.036964793,0.046548225,0.048772357,0.033280883,0.049102806,0.03045167
0.0400137,0.053826187,0.051789295,0.05664995,0.060246993,0.0657734,0.050974436,0.0525157,0.079193205,0.04837036,0.047629505,0.047490522,0.052259456,0.06537131,0.069007225,0.061885145,0.05736926,0.044955496,0.059052348,0.053314712,0.03947101,0.056799762,0.052188993,0.09529788,0.05485689,0.07465587,0.09159419,0.05260152,0.0488159,0.06797262,0.05347067,0.0673156,0.049503896,0.055025358,0.047093514,0.04718116,0.046365317,0.09267111,0.08466848,0.06591165,0.071003534,0.06643405,0.044665895,0.06954419,0.05496923,0.085185595,0.05252355,0.07592271,0.07595004,0.06308705,0.06303337,0.0610924
-0.0090215765,-0.012106872,0.0063042426,0.0073342435,0.030313293,0.03562428,0.010101307,0.023158535,0.024680454,0.022531569,0.012254014,0.020842843,0.006707728,0.05591053,0.015981777,0.02617843,0.0335794,0.0148597965,0.026376583,-7.7782526e-05,0.0014935773,0.025435805,0.009932285,0.1711008,0.02452197,0.0070799277,0.044989284,0.017120961,0.024041722,0.03942035,0.007736075,0.043712582,0.008158455,0.020238843,0.01747701,0.001345184,0.01699842,0.02126292,0.039114784,0.05576647,0.028811723,0.02424065,0.031607594,0.014795117,0.020523854,0.030604105,-0.0060457643,0.026997324,0.03572334,0.030251928,0.03297093,0.019411359
0.039695285,0.03577463,0.035753727,0.030836124,0.028846137,0.0352796,0.03594625,0.03527692,0.02725221,0.027226694,0.039410364,0.03931261,0.048469033,0.03950414,0.018300558,0.039328717,0.039644778,0.040613286,0.02820818,0.043552935,0.027071014,0.026888022,0.014546939,0.062013056,0.024873842,0.019084468,0.024453374,0.037340097,0.039473407,0.020746518,0.033887375,0.026026316,0.041550566,0.0347866,0.034894854,0.031297382,0.036126286,0.040898122,0.043569814,0.036445606,0.037052967,0.03326404,0.034996066,0.04908603,0.034998503,0.0170871,0.032701008,0.02528393,0.029099409,0.030161824,0.03136468,0.031961527
0.08334377,0.08861055,0.090648204,0.0931363,0.10337039,0.10343197,0.08596102,0.08276783,0.09840279,0.106609434,0.08223152,0.08537358,0.091245025,0.10479967,0.11569894,0.09588035,0.09977207,0.09540979,0.10491133,0.07329502,0.13915057,0.1108807,0.08329167,0.09555645,0.117777236,0.09960941,0.11048514,0.08741618,0.08812755,0.117801964,0.08229713,0.09725412,0.10542308,0.0970128,0.06963005,0.08992911,0.07367686,0.0755534,0.07933484,0.09301221,0.086657375,0.09129415,0.08646161,0.07977399,0.097213045,0.11711735,0.09657006,0.08834688,0.09952968,0.09375586,0.09993052,0.10609362
0.05402658,0.048987888,0.035969328,0.050279353,0.031751394,0.0675185,0.054066975,0.04805505,0.07108416,0.049227517,0.047022164,0.05733693,0.06078897,0.081298105,0.042828474,0.0461865,0.06273292,0.0445855,0.043157607,0.050034568,0.026462121,0.042957913,0.055564452,0.106757745,0.042165857,0.06402605,0.045191057,0.05430035,0.0405585,0.04777971,0.046516515,0.045355186,0.056091674,0.04612686,0.048086748,0.039550267,0.03709352,0.07273139,0.058576047,0.053804737,0.056853555,0.044193987,0.041807115,0.050052505,0.047323227,0.038179547,0.05723301,0.05739961,0.05671538,0.042795215,0.04581664,0.0424103
0.0012966056,-0.01975674,-0.0351111,-0.024669057,-0.019349458,0.018929012,-0.009336559,-0.0031638842,-0.007693695,0.007899539,-0.028608764,0.008706788,-0.003939655,-0.03643649,0.0096928775,-0.035567567,-0.0135951275,-0.02721593,0.0007763884,-0.0130570885,-0.0039466773,0.0024635764,-0.022677824,0.01737557,0.0035799828,-0.025538974,-0.03857542,-0.03004751,-0.028776169,-0.0063165515,-0.039043784,-0.007996761,-0.013053476,-0.011559149,-0.041762687,-0.03557463,0.014936726,0.009289953,0.03375761,-0.0129827,-0.0033322799,0.019299496,0.0064836554,-0.0062592914,-0.018957386,0.010755111,-0.016763102,0.0071809865,-0.015657231,0.007761109,-0.015478189,-0.034599386
0.009469436,0.011297943,0.030486507,0.028323565,-0.018975474,0.036394093,0.018629743,0.013088597,-0.004859219,-0.0049668285,0.025174445,0.017428704,0.029664442,0.025402851,0.009536909,0.016184362,0.011230683,0.028556371,-0.0041262847,0.038380574,-0.022599326,-0.0043706135,0.02869197,0.020884657,-0.0037500195,0.040838372,-0.0013451141,0.024153667,0.026940232,-0.0029004568,0.03890818,0.013823142,-0.013475888,0.003876035,0.0071489145,0.0354005,-0.0021833328,-0.0048478516,0.010162576,-0.015364918,0.015726913,-0.013958958,0.023431027,0.008762437,0.007567654,0.023792585,0.016816864,-0.007735712,0.009389897,0.008122953,0.008633413,0.0067866542
-0.080584,-0.083699934,-0.07824702,-0.078195326,-0.09023082,-0.053166263,-0.09215824,-0.08153129,-0.05863485,-0.08404521,-0.075535506,-0.08100751,-0.074435875,-0.027248835,-0.060764503,-0.07516262,-0.07707579,-0.08043772,-0.08773126,-0.07617524,-0.09846902,-0.08797924,-0.082235284,-0.043882124,-0.08840316,-0.06937183,-0.08041946,-0.07489707,-0.07413054,-0.084037006,-0.06738347,-0.07355732,-0.07643327,-0.0795745,-0.07011486,-0.084342465,-0.08128864,-0.05540116,-0.053195637,-0.08271368,-0.071950875,-0.08299474,-0.071864635,-0.07366027,-0.07988761,-0.07784612,-0.08974992,-0.07211329,-0.06102878,-0.07840692,-0.06759335,-0.0860567
-0.019225748,-0.017328361,-0.020704871,-0.008452162,0.0066728373,-0.01913928,-0.020393198,-0.017281672,-0.010344502,-0.013639273,-0.019534346,-0.033425447,-0.015290085,-0.040552236,0.0070477165,-0.022194512,-0.022115337,-0.014821923,-0.008628347,-0.030893723,0.02372744,-0.006242429,0.0043603843,-0.06323775,-0.0040814667,-0.030780962,-0.019835364,-0.0008772033,-0.02610107,-0.01194017,-0.017208435,-0.014879485,-0.030114224,-0.019400036,-0.016480654,-0.004665873,-0.03227384,-0.028485594,-0.019599797,-0.021126825,-0.021487951,-0.02040801,-0.015688766,-0.014700309,-0.017348094,-0.016314056,-0.0023528389,-0.035749845,-0.02013341,-0.021578148,-0.022156578,-0.016298825
0.028667971,0.04000009,0.019903276,0.030844498,0.026256723,0.03770456,0.03374239,0.030751435,0.04841482,0.020133777,0.035275906,0.027179133,0.025534369,0.034188885,0.03867172,0.03785438,0.02781406,0.032755982,0.019006038,0.03656847,0.014860761,0.018269593,0.025858065,0.066381425,0.017360568,0.019697744,0.035339452,0.02204539,0.023718465,0.021199575,0.033768352,0.023626853,0.030039355,0.025557555,0.037129834,0.036438797,0.026358409,0.039210238,0.029622983,0.021511246,0.035712525,0.019371474,0.025595576,0.04129355,0.024659265,0.02697403,0.036195025,0.033723246,0.04202157,0.023354266,0.021544056,0.020606143
-0.0519589,-0.06411413,-0.03780992,-0.053206928,-0.04489994,-0.046814393,-0.03795014,-0.04294663,-0.061736215,-0.054095704,-0.05491888,-0.055872463,-0.061541833,-0.06350045,-0.057194144,-0.060728647,-0.057881445,-0.04965585,-0.04240269,-0.060458586,-0.055874582,-0.045048036,-0.05724432,-0.0922162,-0.04828609,-0.060431715,-0.042724703,-0.046004754,-0.052500855,-0.047357023,-0.06338852,-0.05171837,-0.065006554,-0.041640054,-0.054154817,-0.05030472,-0.049334776,-0.07403133,-0.08015863,-0.052753422,-0.06326628,-0.049165726,-0.03172889,-0.061253894,-0.04415901,-0.049703248,-0.05393079,-0.057554003,-0.058023483,-0.051273935,-0.043181486,-0.029545806
-0.02163882,-0.04112792,-0.0073801987,-0.021739863,-0.024990052,-0.011905175,-0.029275123,-0.026497869,-0.0033581404,-0.028885778,-0.026932893,-0.011593325,-0.031853635,-0.037312865,-0.03514216,-0.018838136,-0.011514673,-0.028613016,-0.025781007,-0.02501487,-0.018086683,-0.026152715,-0.018831125,-0.06276439,-0.02522941,-0.044823855,-0.005130446,-0.023581356,-0.005538876,-0.017846838,-0.020821389,-0.009101049,0.0024360765,-0.011736438,-0.03028408,-0.0065127537,-0.009788684,0.026749682,-0.004425618,0.010270731,-0.01467969,-0.025517527,-0.032254405,-0.029043743,-0.013243539,-0.0059833718,-0.019999918,0.015694967,-0.008357803,-0.014939006,-0.029271517,-0.005011407
0.049523722,0.05070017,0.04640334,0.04905351,0.045348458,0.048683006,0.041731063,0.046442058,0.041288342,0.02565404,0.052504376,0.052981704,0.05441499,0.042988148,0.04008411,0.050536428,0.056589853,0.053740684,0.041373454,0.052955102,0.027121365,0.036330715,0.046272743,0.047620527,0.030563544,0.046195526,0.034297787,0.046519168,0.066028215,0.03318683,0.05513277,0.04053182,0.046666216,0.044458076,0.050840497,0.056337114,0.041555587,0.041470513,0.033244602,0.049530413,0.049794864,0.03314468,0.045698073,0.051796705,0.047545973,0.033706754,0.04223346,0.041160867,0.03950093,0.038981203,0.05393082,0.046502955
0.017438889,-0.01720196,0.009904344,0.0069034635,0.031048613,0.0034244186,0.03701239,0.033529278,0.03256881,0.025615158,0.022084037,0.01212537,0.021455836,0.032038722,0.007928446,0.021760097,0.01704112,0.018441861,0.0066587264,0.015301629,-0.001794351,0.0106253745,0.018628081,0.0004908466,0.014319723,0.012864438,0.007700284,0.0051396256,0.013557466,0.01014347,0.0037996795,0.010640028,0.010687844,0.019553829,0.032743268,0.004384092,0.008896667,-0.012067068,-0.01026779,0.0088951755,0.008888567,0.010766461,0.030043159,0.044258762,0.018681357,0.010294901,0.003089727,0.01278809,0.019744163,0.013711999,0.017879654,0.008429538
0.028706899,0.053026672,0.04214927,0.03811541,0.031731147,0.02325156,0.028936425,0.031762194,0.025182357,0.044024684,0.03037347,0.035542667,0.028549975,0.017878102,0.040941123,0.037764147,0.046067398,0.024837112,0.04403927,0.03556899,0.034316007,0.039528746,0.039134268,0.017797993,0.03460667,0.03487545,0.021756915,0.037845824,0.04833128,0.025351398,0.02016035,0.029899452,0.03767892,0.039687395,0.033976976,0.04842486,0.035462707,0.049504098,0.046840392,0.044559315,0.044426177,0.041058492,0.029866043,0.03420714,0.039194886,0.035871197,0.0379754,0.043998163,0.026051898,0.036968194,0.03218805,0.035999414
-0.029482499,-0.046408948,-0.08474322,-0.06837239,-0.07737034,0.0009722759,-0.044709515,-0.06492861,-0.060273606,-0.04551759,-0.07771278,-0.06616512,-0.037272733,-0.004378615,-0.08006869,-0.07585586,-0.03868852,-0.073972724,-0.032796267,-0.06746835,-0.03113707,-0.044978414,-0.09012068,-0.019954462,-0.05680103,-0.0858801,-0.10763285,-0.061666176,-0.070603654,-0.08231529,-0.079003416,-0.072619885,-0.012070505,-0.061503798,-0.092941396,-0.073774666,-0.03355785,0.012798277,-0.016204221,-0.009330958,-0.036773395,-0.050182562,-0.08254678,-0.105240144,-0.061618034,-0.06041213,-0.049141306,-0.0149497725,-0.06153366,-0.053068988,-0.091027476,-0.061076608
0.060540803,0.029919205,0.062434804,0.057829987,0.061528258,0.037352607,0.08300983,0.06515836,0.062194046,0.040158615,0.064346105,0.062637426,0.05052004,0.046884336,0.035530213,0.060569473,0.061017413,0.062889315,0.044034913,0.05870556,0.050135806,0.04210114,0.072543435,0.057554,0.040904723,0.061938077,0.028493978,0.052993882,0.058822338,0.038690094,0.085085504,0.057248395,0.03615835,0.054908775,0.068817966,0.05484746,0.037183728,0.03127142,0.044220667,0.04661939,0.056943387,0.046377253,0.057474762,0.06716813,0.058348153,0.043326497,0.05533147,0.039204437,0.050452728,0.049230438,0.07250234,0.060916707
