informal,posemo,affect,focuspast,death,friend,family,relativ,cogproc,social,leisure,health,filler,body,ingest,work,certain,assent,risk,affiliation,discrep,achiev,sad,motion,tentat,time,anger,swear,hear,anx,space,netspeak,female,drives,insight,power,percept,cause,sexual,nonflu,bio,feel,home,reward,male,negemo,see,money,focusfuture,relig,focuspresent,differ
0.2142054,0.14584057,0.14334914,0.20891993,0.22601314,0.15219659,0.122565806,0.1794506,0.17802994,0.14907448,0.1469947,0.14030755,0.24144673,0.27539566,0.22722806,0.08755783,0.13789812,0.14099018,0.16049321,0.12724309,0.21782391,0.15479177,0.19352123,0.18702234,0.19637188,0.16764554,0.120792285,0.1447668,0.21225218,0.1593563,0.18427192,0.25392857,0.121997654,0.14108263,0.17813027,0.14124888,0.24089381,0.16915998,0.1216362,0.20492314,0.20025995,0.22976635,0.19293182,0.15334032,0.121773854,0.14044167,0.2750681,0.094271444,0.14932673,0.11741865,0.19795616,0.17090756
-0.05107317,-0.046521246,-0.027540673,-0.0292843,-0.12081753,-0.031271555,-0.071847856,-0.031397138,0.011283632,-0.038675454,-0.08856653,-0.022087324,0.019376913,-0.0029156425,-0.05834017,-0.03595683,-0.052689794,-0.10063971,-0.03808858,-0.010135745,-0.020834792,-0.015383025,-0.032217726,0.020964656,-0.00012444527,-0.036847677,0.03445197,0.04532317,0.026030589,-0.035934385,-0.05782719,-0.087999634,-0.093237594,-0.022800421,0.069706686,-0.032066945,-0.015466599,0.023112882,-0.041267913,-0.02630008,-0.028093003,-0.019943016,-0.09759928,-0.0197161,-0.06340564,-0.007726774,-0.015820874,-0.044955675,0.0008647417,-0.042588647,0.034412246,-0.013089181
-0.03875085,0.02314715,0.037312277,0.20054322,0.08730768,0.019273508,0.024987195,0.11509674,0.06517499,0.048090152,0.06682281,0.07624208,0.042805616,0.05679402,0.08390126,0.11571086,0.029044017,-0.02994413,0.10113237,0.041855384,0.13007823,0.098511614,0.05554648,0.18195368,0.04786746,0.1242336,0.04238555,-0.055051874,0.12500067,0.057496466,0.063196085,-0.017327545,0.01706108,0.08328224,0.09451288,0.09625339,0.07370696,0.06743378,-0.10653054,0.025216855,0.048015617,0.06686121,0.036747783,0.07814219,0.032247994,0.049826816,0.04051619,0.14303513,0.13169128,0.036388475,0.09417628,0.03680416
0.10498415,0.04957188,0.044593442,0.045077123,0.015136332,0.050158132,0.13528556,0.072133146,0.047951017,0.060305685,0.0105551025,0.08843958,0.07720281,0.101144195,0.06133451,0.056787904,0.09166592,0.093074635,0.0003717257,0.043488964,0.06337922,0.045483235,0.029735578,0.005590884,0.05991269,0.0805278,0.045497056,0.059928574,0.041611448,0.017147593,0.11504731,0.12112854,0.08151567,0.05137252,-0.005977066,0.06516501,0.0700938,0.08414076,0.031144526,0.1039974,0.08089302,0.10379956,0.062198777,0.041340314,0.12021235,0.04202756,0.03861985,0.043149028,0.042440567,0.06141132,0.02799063,0.031798344
0.11429613,0.08170047,0.061148338,0.094136044,0.058372274,0.07012429,0.06296244,0.12982294,0.119035594,0.095121704,0.103203185,0.066481054,0.14679205,0.107419744,0.14206298,0.10760962,0.09171502,0.16231278,0.08631197,0.08883209,0.17296113,0.13315028,0.05117276,0.1533649,0.0523053,0.118890375,0.05165966,0.058538903,0.15653001,-0.0066197757,0.12271542,0.15508291,0.0661474,0.10440436,0.13236178,0.10258872,0.12761484,0.13985676,0.10293616,0.07542198,0.103284836,0.09439709,0.02429512,0.13161899,0.08797725,0.040892035,0.118311696,0.10167871,0.15206055,0.07889489,0.15950267,0.15782782
0.14284702,0.19504465,0.2007273,0.21513389,0.27511206,0.24473356,0.29541227,0.1800507,0.17388107,0.21689436,0.14708185,0.19108121,0.13678297,0.2202014,0.22613442,0.18414411,0.18707564,0.11262699,0.19156931,0.21405277,0.14783676,0.18890493,0.22755845,0.15694779,0.16527602,0.17185506,0.21501508,0.13144025,0.21113501,0.16923192,0.20100757,0.17295945,0.25033167,0.20977457,0.21229088,0.22761679,0.20600048,0.1684247,0.17314339,0.16087109,0.2059094,0.1967571,0.21819985,0.16541864,0.2796889,0.20698674,0.20315117,0.21495152,0.14684302,0.25513756,0.15680477,0.12354159
-0.21497427,-0.18662061,-0.20073923,-0.24725983,-0.21859607,-0.26638523,-0.20828757,-0.2331805,-0.2122852,-0.22970578,-0.25224626,-0.2578183,-0.2621487,-0.23754342,-0.24514116,-0.23064573,-0.17628951,-0.17886336,-0.19488038,-0.24771641,-0.22378525,-0.22687526,-0.2289734,-0.2421615,-0.23845176,-0.26309302,-0.19728518,-0.23115167,-0.2479616,-0.28023008,-0.20901369,-0.2080819,-0.19905291,-0.22900346,-0.22333938,-0.23055951,-0.23021251,-0.21982868,-0.2272612,-0.13237749,-0.24345158,-0.23473884,-0.19770968,-0.21019302,-0.26704335,-0.21462406,-0.22899047,-0.20386161,-0.21984097,-0.24444488,-0.2225151,-0.15791716
-0.041894842,-0.10144331,-0.124118805,-0.17370562,-0.047468167,-0.01972468,-0.07572803,-0.07009645,-0.17251104,-0.08161792,0.049494963,-0.045103986,0.035983533,-0.0608493,-0.04623023,-0.032543413,-0.15575866,-0.1842009,-0.11042084,-0.08462315,-0.21223886,-0.13439743,-0.13289526,-0.07277799,-0.17210816,-0.056153465,-0.16527948,-0.15921056,0.00521965,-0.17954177,-0.075021185,0.043469656,-0.0011486472,-0.09072163,-0.16837192,-0.0676358,-0.056122344,-0.18193302,-0.053752773,0.0144232595,-0.056908283,-0.06910124,-0.041852366,-0.14592826,-0.039234642,-0.14730364,-0.10173975,-0.114360265,-0.078007855,-0.035740163,-0.155347,-0.14990129
-0.22612752,-0.21404627,-0.2274398,-0.33610392,-0.26581064,-0.20286669,-0.16325232,-0.2597245,-0.25796533,-0.1975373,-0.22541212,-0.22385177,-0.47096485,-0.23478727,-0.16808186,-0.31538606,-0.23383938,-0.1540087,-0.24905165,-0.19546972,-0.2523807,-0.2820269,-0.23102826,-0.296806,-0.24931209,-0.25912485,-0.2536682,-0.22826704,-0.2264743,-0.24172121,-0.23253539,-0.21617498,-0.1335477,-0.2492206,-0.28580675,-0.25408283,-0.2102264,-0.27180326,-0.23810261,-0.26150683,-0.21474715,-0.21549997,-0.23694961,-0.2794879,-0.1662901,-0.2396301,-0.20052686,-0.33809352,-0.24619573,-0.26120272,-0.26629564,-0.24998179
-0.012713381,0.011385364,0.014537944,0.00036572717,0.08422905,0.04771922,-0.0022747067,0.010940682,0.06452236,-0.0035270117,-0.071177706,-0.03131947,0.078029186,0.0022569096,0.011576217,0.01194482,0.06416926,0.045018855,0.027869439,-0.020694202,0.10698869,0.040931027,0.019305246,-0.02957304,0.04086196,-0.0046562455,0.041766144,0.01532566,-0.07430786,-0.017614398,0.050659098,-0.04221354,0.033004746,0.028735897,0.071433075,0.05032086,0.011315673,0.074933395,-0.030455464,-0.009481888,-0.0020923153,0.019479591,0.048792377,0.010290605,0.025797125,0.018064024,0.07221871,0.008059728,0.041778814,0.04094188,0.01471367,0.049118444
-0.010044971,0.02259069,0.028291551,-0.02530309,-0.122944,0.028196055,-0.03224683,-0.07187367,-0.0011919268,-0.0013927255,-0.03778488,-0.036710404,0.15361659,-0.03142746,-0.08044796,-0.087478146,0.025035312,0.090404324,0.029357843,0.014270773,0.10683503,-0.0504253,0.010287153,-0.08792181,-0.018327085,-0.11290137,0.04742996,0.051102474,-0.048646256,0.010613627,-0.03016518,-0.075250484,-0.007858615,-0.019531993,-0.07105271,-0.035527088,-0.034431342,-0.02195267,0.019302638,0.054661818,-0.038425136,-0.0038917845,-0.018956224,-0.006756601,0.046820555,0.03470122,-0.039614208,-0.04374258,-0.040182438,-0.085666984,-0.0125673,0.07835432
-0.13688281,-0.06410616,-0.068416916,-0.07403337,-0.122952916,-0.12283003,-0.088103354,-0.08313516,-0.052131042,-0.06558206,-0.05018084,-0.060469475,-0.185955,-0.087918535,-0.03281162,-0.12582743,-0.033438902,-0.124884404,-0.078929454,-0.059903093,0.025333807,-0.16719146,-0.06482846,-0.063915074,-0.030421535,-0.096849695,-0.09144297,-0.18480772,0.05082958,-0.06346378,-0.08383357,-0.11843013,-0.08661756,-0.09659886,-0.06824772,-0.103747174,-0.04534401,-0.11442097,-0.1007445,-0.17985465,-0.071835324,-0.06202673,-0.10239457,-0.10293954,-0.086768,-0.07281543,-0.1132177,-0.045386758,0.0048703034,0.024498321,-0.047844082,-0.056567203
-0.124332115,-0.007393214,0.013864205,-0.12896127,0.099942245,0.0032318975,-0.06604934,-0.07844181,-0.05663233,-0.07620384,0.024439506,-0.03859497,-0.04398684,0.0010381461,0.03927273,-0.0013877037,-0.08470157,-0.08888744,0.01728901,-0.038563643,-0.0852588,-0.032342874,0.04587888,-0.05643865,0.009380714,-0.1169841,0.032201774,-0.07953461,-0.009618808,0.07605923,-0.06853975,-0.15955527,-0.101037346,-0.017860487,-0.06019082,-0.005338295,-0.03907033,-0.060403414,-0.13062964,-0.07626019,-0.022054031,-0.101202585,0.04356184,-0.06253829,-0.11645036,0.037170995,-0.00799569,0.027958296,-0.050591983,0.052200966,-0.107739784,-0.09142631
0.2249534,0.33718798,0.3346352,0.31167307,0.270257,0.27629218,0.23858905,0.29211,0.32557833,0.27191865,0.30446747,0.34982273,0.4368107,0.27137128,0.3181143,0.36494738,0.30010313,0.19634455,0.34208992,0.27195823,0.2846843,0.32860357,0.31528854,0.28794524,0.34846497,0.33289555,0.3200216,0.27196473,0.30947807,0.35855213,0.27186665,0.20535837,0.32138512,0.32087737,0.35951918,0.3348144,0.32123387,0.29690942,0.33637005,0.2713452,0.3120594,0.32133454,0.2404133,0.3233849,0.20243189,0.33087277,0.33128688,0.38737375,0.30062643,0.3131723,0.28403792,0.3132829
-0.20475164,-0.16385633,-0.14836894,-0.22361521,-0.03305838,-0.18196553,-0.17335248,-0.08650014,-0.18189275,-0.18007025,-0.003907211,-0.05298926,-0.13398309,-0.06749647,-0.026547067,-0.07832717,-0.12640595,-0.25329897,-0.14035773,-0.15177546,-0.25940076,-0.1750873,-0.1460883,-0.12832205,-0.1430608,-0.049272027,-0.11276324,-0.16090356,-0.15607241,-0.13700254,-0.077144116,-0.18107957,-0.1632798,-0.13673452,-0.19849563,-0.10780205,-0.103165485,-0.21272826,-0.07775038,-0.19126092,-0.058879856,-0.090323195,0.020465309,-0.20874825,-0.18990737,-0.13559207,-0.09101062,-0.0736544,-0.0838158,0.030188577,-0.21451998,-0.18705651
-0.16486287,-0.22400844,-0.21978697,-0.1802059,-0.24403535,-0.22370692,-0.20554115,-0.20881562,-0.18452866,-0.1980822,-0.24434818,-0.23792434,-0.044378504,-0.28316885,-0.2247038,-0.23738298,-0.19007395,-0.15807489,-0.18464705,-0.22701018,-0.13152686,-0.2265944,-0.20872638,-0.1749933,-0.2077544,-0.18252149,-0.23733284,-0.29321247,-0.18867515,-0.1622447,-0.2540457,-0.109302394,-0.20732136,-0.22412844,-0.17343083,-0.22962826,-0.18698971,-0.15506384,-0.3533359,-0.103860185,-0.2557507,-0.19594312,-0.29175827,-0.21518254,-0.1978503,-0.21766484,-0.21888737,-0.25278184,-0.11642518,-0.20716256,-0.19242935,-0.21613488
-0.017318588,0.026629861,0.008932291,0.060712945,0.046170373,0.07092298,0.024142677,0.054397292,0.0048459866,0.0487745,0.07471676,0.037771277,0.12908418,0.06563571,0.09684714,0.06966179,-0.0021316272,-0.03479854,0.022648415,0.07335895,-0.08234938,0.08498407,0.05098898,0.0783706,-0.027838385,0.056859873,-0.05545723,-0.04361905,0.052140605,-0.008249524,0.034220476,0.001362349,0.041082654,0.06162611,0.04878035,0.07053195,0.058346488,0.03586594,0.052129015,-0.04542519,0.062217593,0.077574804,0.075284824,0.049655028,0.054475598,-0.009886412,0.05446189,0.024547093,0.0061593005,0.077738665,0.048905876,-0.014138587
0.067449324,0.03246121,0.018080411,-0.0113361,0.047256824,0.018590407,0.09021561,-0.029569961,-0.0013707613,0.020985454,-0.0692792,-0.01440501,-0.032805137,-0.023989357,0.004025653,-0.017504308,0.020285448,0.19379054,-0.022769928,0.00041296805,-0.018260032,0.008068765,0.012140611,-0.026364986,-0.013470156,-0.032100987,0.0018508593,0.042074688,-0.002039891,0.024097139,-0.029816272,0.044008717,0.07519942,-0.0025248022,0.0035642225,0.001216678,0.011751597,0.012333885,0.004373397,0.12896429,-0.011255357,0.02972845,-0.05001169,-0.03489171,0.008657814,0.0038825218,0.020286229,-0.043034125,-0.038978305,-0.01768351,0.022541387,-0.036640756
-0.26065838,-0.37361386,-0.344861,-0.42726076,-0.32018256,-0.3361155,-0.3267892,-0.31467006,-0.32911676,-0.32642695,-0.29892728,-0.31539872,-0.30642024,-0.28599137,-0.32753226,-0.373225,-0.34485713,-0.29326808,-0.33744717,-0.31883433,-0.2689313,-0.3915176,-0.34821972,-0.30663106,-0.32179636,-0.2869776,-0.30213076,-0.1807805,-0.343489,-0.29092824,-0.33991084,-0.2913,-0.37006542,-0.34569058,-0.3424543,-0.34925184,-0.3551133,-0.36562628,-0.264836,-0.19113903,-0.3097623,-0.33709052,-0.3733005,-0.3521126,-0.3056205,-0.31664822,-0.37790304,-0.36198434,-0.30358905,-0.3308692,-0.31041893,-0.32751828
